pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
TOI-2141 b,TOI-2141,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MARTIOLI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231107011M/abstract target=ref>Martioli et al. 2023</a>,18.26157000,0.00006000,-0.00006000,0,0.133000,0.000900,-0.000900,0,3.050,0.230,-0.230,0,0.278,0.021,-0.021,0,24.00000,4.00000,-4.00000,0,0.07500,0.01200,-0.01200,0,Mass,0.210000,,,1,,,,,722,23,-23,0,0,<a refstr=MARTIOLI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231107011M/abstract target=ref>Martioli et al. 2023</a>,,5659.00,48.00,-48.00,0,0.98,0.06,-0.06,0,0.94,0.02,-0.02,0,-0.120,0.013,-0.013,0,[Fe/H],4.42,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h15m02.96s,258.7623456,+18d20m25.24s,18.3403449,77.6820000,0.2257000,-0.2244000,9.4600000,0.0030000,-0.0030000,7.8700000,0.0240000,-0.0240000,9.3440800,0.0002120,-0.0002120,2023-11-28,2023-11,2023-11-28
TOI-2145 b,TOI-2145,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,10.26112700,0.00001100,-0.00001100,0,0.111000,0.002000,-0.002000,0,12.419,0.310,-0.254,0,1.108,0.028,-0.023,0,1767.00000,71.00000,-72.00000,0,5.55960,0.22339,-0.22654,0,Mass,0.210000,0.018000,-0.018000,0,,,,,1363,24,-22,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,6200.00,84.00,-81.00,0,2.75,0.06,-0.05,0,1.72,0.03,-0.04,0,0.285,0.061,-0.051,0,[Fe/H],3.79,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h35m01.94s,263.7580753,+40d41m42.15s,40.6950428,224.7310000,1.1020000,-1.0920000,9.0700000,0.0300000,-0.0300000,7.7610000,0.0310000,-0.0310000,8.9365100,0.0002880,-0.0002880,2024-07-23,2024-06,2024-07-23
TOI-2152 A b,TOI-2152,1,3,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=RODRIGUEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..609R/abstract target=ref>Rodriguez et al. 2023</a>,3.37735120,0.00000600,-0.00000610,0,0.050640,0.000930,-0.001100,0,14.359,0.560,-0.516,0,1.281,0.050,-0.046,0,899.45439,120.77479,-117.59651,0,2.83000,0.38000,-0.37000,0,Mass,0.057000,0.068000,-0.040000,0,,,,,1802,60,-54,0,0,<a refstr=RODRIGUEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..609R/abstract target=ref>Rodriguez et al. 2023</a>,F4 V,6630.00,300.00,-290.00,0,1.61,0.06,-0.05,0,1.52,0.09,-0.10,0,0.282,0.075,-0.079,0,[Fe/H],4.21,0.04,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h45m21.35s,26.3389717,+77d47m24.44s,77.7901231,303.0060000,3.1100000,-3.0490000,11.4360000,0.0160000,-0.0160000,9.5970000,0.0240000,-0.0240000,11.2407000,0.0004460,-0.0004460,2023-03-15,2023-02,2023-03-15
TOI-2154 b,TOI-2154,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=RODRIGUEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..609R/abstract target=ref>Rodriguez et al. 2023</a>,3.82408010,0.00000250,-0.00000250,0,0.051300,0.001100,-0.001300,0,16.287,0.594,-0.538,0,1.453,0.053,-0.048,0,292.40213,60.38740,-57.20911,0,0.92000,0.19000,-0.18000,0,Mass,0.117000,0.100000,-0.079000,0,,,,,1580,27,-27,0,0,<a refstr=RODRIGUEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..609R/abstract target=ref>Rodriguez et al. 2023</a>,,6280.00,160.00,-160.00,0,1.40,0.05,-0.04,0,1.23,0.08,-0.09,0,0.011,0.071,-0.059,0,[Fe/H],4.24,0.04,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h44m06.76s,71.0281482,+84d21m51.35s,84.3642652,296.4600000,2.1740000,-2.1430000,11.0680000,0.0080000,-0.0080000,9.8500000,0.0250000,-0.0250000,11.0359000,0.0003990,-0.0003990,2023-03-15,2023-02,2023-03-15
TOI-2158 b,TOI-2158,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KNUDSTRUP_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220413956K/abstract target=ref>Knudstrup et al. 2022</a>,8.60077000,0.00003000,-0.00003000,0,0.075000,0.004000,-0.004000,0,10.761,0.135,-0.135,0,0.960,0.012,-0.012,0,260.61929,25.42627,-25.42627,0,0.82000,0.08000,-0.08000,0,Mass,0.070000,,,1,,,,,1188,10,-10,0,0,<a refstr=KNUDSTRUP_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220413956K/abstract target=ref>Knudstrup et al. 2022</a>,,5673.00,50.00,-50.00,0,1.41,0.03,-0.03,0,1.12,0.12,-0.12,0,0.470,0.080,-0.080,0,[Fe/H],4.19,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h27m14.41s,276.8100527,+20d31m36.79s,20.5268868,198.4730000,1.4030000,-1.3830000,10.8870000,0.0060000,-0.0060000,9.0710000,0.0180000,-0.0180000,10.6718000,0.0002470,-0.0002470,2022-09-19,2022-04,2022-09-19
TOI-216.01,TOI-216,1,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DAWSON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..161D/abstract target=ref>Dawson et al. 2021</a>,34.52552800,,,0,,,,,10.100,0.200,-0.200,0,0.901,0.018,-0.018,0,177.98391,6.35657,-6.35657,0,0.56000,0.02000,-0.02000,0,Mass,0.004600,0.002700,-0.001200,0,,,,,,,,,1,<a refstr=DAWSON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..161D/abstract target=ref>Dawson et al. 2021</a>,,,,,,0.75,0.01,-0.01,0,0.77,0.03,-0.03,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h55m55.20s,73.9800129,-63d15m37.19s,-63.2603301,177.9450000,0.8830000,-0.8750000,12.3240000,0.0690000,-0.0690000,10.2180000,0.0210000,-0.0210000,12.1631000,0.0005830,-0.0005830,2022-04-12,2021-04,2022-04-12
TOI-216.02,TOI-216,1,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DAWSON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..161D/abstract target=ref>Dawson et al. 2021</a>,17.16073000,,,0,,,,,8.000,3.000,-2.000,0,0.714,0.268,-0.178,0,18.75188,0.63566,-0.63566,0,0.05900,0.00200,-0.00200,0,Mass,0.160000,0.003000,-0.002000,0,,,,,,,,,1,<a refstr=DAWSON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..161D/abstract target=ref>Dawson et al. 2021</a>,,,,,,0.75,0.01,-0.01,0,0.77,0.03,-0.03,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h55m55.20s,73.9800129,-63d15m37.19s,-63.2603301,177.9450000,0.8830000,-0.8750000,12.3240000,0.0690000,-0.0690000,10.2180000,0.0210000,-0.0210000,12.1631000,0.0005830,-0.0005830,2022-04-12,2021-04,2022-04-12
TOI-2180 b,TOI-2180,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DALBA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...61D/abstract target=ref>Dalba et al. 2022</a>,260.79000000,0.59000000,-0.58000000,0,0.828000,0.012000,-0.012000,0,11.321,0.247,-0.213,0,1.010,0.022,-0.019,0,875.61726,27.65107,-25.74410,0,2.75500,0.08700,-0.08100,0,Mass,0.368300,0.007300,-0.007300,0,2.71,0.13,-0.13,0,348,3,-4,0,1,<a refstr=DALBA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...61D/abstract target=ref>Dalba et al. 2022</a>,G5,5695.00,58.00,-60.00,0,1.64,0.03,-0.03,0,1.11,0.05,-0.05,0,0.253,0.057,-0.057,0,[Fe/H],4.06,0.01,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h31m46.47s,277.9436300,+56d39m02.44s,56.6506789,116.6850000,0.2670000,-0.2660000,9.1620000,0.0020000,-0.0020000,7.6040000,0.0160000,-0.0160000,9.0113300,0.0002360,-0.0002360,2022-01-10,2022-02,2022-01-10
TOI-2184 b,TOI-2184,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SAUNDERS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...53S/abstract target=ref>Saunders et al. 2022</a>,6.90683000,0.00009000,-0.00009000,0,,,,,11.400,0.572,-0.572,0,1.017,0.051,-0.051,0,206.58846,50.85255,-50.85255,0,0.65000,0.16000,-0.16000,0,Mass,0.080000,0.070000,-0.070000,0,1429.00,151.00,-151.00,0,,,,,0,<a refstr=SAUNDERS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...53S/abstract target=ref>Saunders et al. 2022</a>,,5966.00,136.00,-136.00,0,2.90,0.14,-0.14,0,1.53,0.12,-0.12,0,0.140,0.080,-0.080,0,[Fe/H],3.70,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h43m19.95s,100.8331246,-66d56m51.56s,-66.9476563,788.3170000,13.4140000,-12.9800000,12.2540000,0.0400000,-0.0400000,10.4100000,0.0190000,-0.0190000,11.8482000,0.0002520,-0.0002520,2022-01-31,2022-02,2022-01-31
TOI-2193 A b,TOI-2193 A,1,2,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,2.12257350,0.00000160,-0.00000160,0,0.033190,0.000520,-0.000510,0,19.840,,,0,1.770,,,0,298.75870,57.20911,-57.20911,0,0.94000,0.18000,-0.18000,0,Mass,0.000000,,,0,1600.00,81.00,-81.00,0,1763,21,-22,0,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,,5966.00,73.00,-72.00,0,1.25,0.03,-0.03,0,1.08,0.05,-0.05,0,0.027,0.066,-0.052,0,[Fe/H],4.28,0.03,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h54m45.90s,313.6912320,-72d48m16.71s,-72.8046404,337.0640000,2.3850000,-2.3510000,11.9760000,0.0210000,-0.0210000,10.3830000,0.0210000,-0.0210000,11.8135000,0.0002030,-0.0002030,2022-08-29,2022-08,2022-08-29
TOI-2194 b,TOI-2194,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,15.33759700,0.00158500,-0.00161600,0,,,,,1.989,0.131,-0.067,0,0.177,0.012,-0.006,0,,,,,,,,,,,,,,,,,,591,,,0,0,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,,4756.00,50.00,-50.00,0,0.69,0.05,-0.05,0,0.74,0.09,-0.09,0,-0.372,0.100,-0.100,0,[M/H],4.70,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h56m37.52s,299.1563393,-31d20m06.65s,-31.3351812,19.5711000,0.0377000,-0.0376000,8.4200000,0.0300000,-0.0300000,5.8690000,0.0240000,-0.0240000,8.0659400,0.0003500,-0.0003500,2023-05-26,2023-01,2023-05-26
TOI-2196 b,TOI-2196,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PERSSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220805797P/abstract target=ref>Persson et al. 2022</a>,1.19472680,0.00000790,-0.00000930,0,0.022340,0.000600,-0.000600,0,3.510,0.150,-0.150,0,0.313,0.013,-0.013,0,26.00000,1.30000,-1.30000,0,0.08181,0.00409,-0.00409,0,Mass,0.000000,,,0,2000.00,100.00,-100.00,0,1860,20,-20,0,0,<a refstr=PERSSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220805797P/abstract target=ref>Persson et al. 2022</a>,G V,5634.00,31.00,-31.00,0,1.04,0.02,-0.02,0,1.03,0.04,-0.04,0,0.140,0.050,-0.050,0,[Fe/H],4.42,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h49m21.62s,312.3400744,-70d29m06.26s,-70.4850723,259.9470000,2.0360000,-2.0050000,12.2970000,0.0280000,-0.0280000,10.3460000,0.0230000,-0.0230000,11.8259000,0.0002280,-0.0002280,2022-08-23,2022-08,2022-08-23
TOI-220 b,TOI-220,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HOYER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.505.3361H/abstract target=ref>Hoyer et al. 2021</a>,10.69526400,0.00008600,-0.00008600,0,0.089110,0.001000,-0.001000,0,3.030,0.150,-0.150,0,0.270,0.013,-0.013,0,13.80000,1.00000,-1.00000,0,0.04342,0.00315,-0.00315,0,Mass,0.032000,0.038000,-0.023000,0,,,,,805,21,-21,0,0,<a refstr=HOYER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.505.3361H/abstract target=ref>Hoyer et al. 2021</a>,K0 V,5298.00,65.00,-65.00,0,0.86,0.03,-0.03,0,0.82,0.03,-0.03,0,-0.217,0.044,-0.044,0,[Fe/H],4.37,0.11,-0.11,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h07m11.93s,91.7996988,-61d59m49.96s,-61.9972098,90.7402000,0.1715000,-0.1709000,10.4660000,0.0070000,-0.0070000,8.5420000,0.0250000,-0.0250000,10.1897000,0.0002820,-0.0002820,2021-05-28,2021-08,2021-05-28
TOI-2202 b,TOI-2202,1,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TRIFONOV_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..283T/abstract target=ref>Trifonov et al. 2021</a>,11.91010000,0.00220000,-0.00360000,0,0.095640,0.001560,-0.001610,0,11.321,5.851,-0.897,0,1.010,0.522,-0.080,0,310.83618,20.02319,-18.68831,0,0.97800,0.06300,-0.05880,0,Mass,0.042000,0.025500,-0.007500,0,,,,,,,,,1,<a refstr=TRIFONOV_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..283T/abstract target=ref>Trifonov et al. 2021</a>,K8 V,5144.00,50.00,-50.00,0,0.79,0.01,-0.01,0,0.82,0.03,-0.02,0,0.040,0.050,-0.050,0,[Fe/H],4.55,0.20,-0.20,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h24m54.82s,51.2284214,-73d57m27.16s,-73.9575458,235.9330000,1.0510000,-1.0410000,13.0040000,0.1030000,-0.1030000,10.8000000,0.0230000,-0.0230000,12.7606000,0.0003500,-0.0003500,2021-08-23,2021-12,2021-08-23
TOI-2207 b,TOI-2207,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,8.00196800,0.00002400,-0.00002500,0,0.085400,0.001500,-0.001600,0,11.153,0.314,-0.303,0,0.995,0.028,-0.027,0,203.41018,31.78284,-38.13941,0,0.64000,0.10000,-0.12000,0,Mass,0.174000,0.048000,-0.052000,0,406.00,19.00,-18.00,0,1259,16,-15,0,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,,6101.00,75.00,-73.00,0,1.56,0.04,-0.04,0,1.30,0.07,-0.07,0,0.181,0.086,-0.086,0,[Fe/H],4.16,0.03,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h30m23.21s,307.5966925,-44d53m15.43s,-44.8876181,373.3450000,6.4870000,-6.2730000,11.3160000,0.0190000,-0.0190000,10.1330000,0.0230000,-0.0230000,11.3545000,0.0004590,-0.0004590,2022-08-29,2022-08,2022-08-29
TOI-2236 b,TOI-2236,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,3.53159020,0.00000260,-0.00000260,0,0.050090,0.000800,-0.000820,0,14.370,0.359,-0.347,0,1.282,0.032,-0.031,0,502.16888,127.13136,-123.95308,0,1.58000,0.40000,-0.39000,0,Mass,0.000000,0.048000,-0.052000,0,1356.00,62.00,-65.00,0,1688,19,-21,0,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,,6248.00,72.00,-77.00,0,1.57,0.03,-0.03,0,1.34,0.07,-0.07,0,0.119,0.081,-0.078,0,[Fe/H],4.17,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h20m39.84s,20.1660113,-86d58m47.87s,-86.9799650,355.5900000,2.4610000,-2.4270000,11.6000000,0.0150000,-0.0150000,9.9600000,0.0210000,-0.0210000,11.2905000,0.0003160,-0.0003160,2022-08-29,2022-08,2022-08-29
TOI-2257 b,TOI-2257,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SCHANCHE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...657A..45S/abstract target=ref>Schanche et al. 2022</a>,35.18934600,0.00009000,-0.00009000,0,0.145000,0.003000,-0.003000,0,2.194,0.113,-0.111,0,0.196,0.010,-0.010,0,,,,,,,,,,0.496000,0.216000,-0.133000,0,,,,,256,61,-17,0,0,<a refstr=SCHANCHE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...657A..45S/abstract target=ref>Schanche et al. 2022</a>,M3,3430.00,130.00,-130.00,0,0.31,0.01,-0.01,0,0.33,0.02,-0.02,0,-0.270,0.370,-0.370,0,[Fe/H],4.97,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h58m57.51s,194.7396141,+77d39m42.18s,77.6617157,57.7911000,0.1053000,-0.1049000,15.2110000,0.0340000,-0.0340000,10.6730000,0.0160000,-0.0160000,14.1615000,0.0004370,-0.0004370,2021-11-09,2022-01,2021-11-09
TOI-2260 b,TOI-2260,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,0.35247280,0.00000470,-0.00000470,0,0.009700,0.000100,-0.000100,0,1.620,0.130,-0.130,0,0.145,0.012,-0.012,0,,,,,,,,,,,,,,,,,,2609,86,-86,0,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,G V,5534.00,100.00,-100.00,0,0.94,0.05,-0.05,0,0.99,0.04,-0.04,0,0.220,0.060,-0.060,0,[Fe/H],4.62,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h30m40.08s,247.6669998,+49d02m48.44s,49.0467891,101.2510000,0.2840000,-0.2830000,10.4740000,0.0060000,-0.0060000,8.6840000,0.0160000,-0.0160000,10.2488000,0.0008160,-0.0008160,2022-02-15,2022-02,2022-02-15
TOI-2266 b,TOI-2266,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PARVIAINEN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240111879P/abstract target=ref>Parviainen et al. 2024</a>,2.32631800,0.00000480,-0.00000480,0,0.020000,0.002000,-0.002000,0,1.540,0.090,-0.090,0,0.137,0.008,-0.008,0,,,,,,,,,,,,,,13.00,3.00,-3.00,0,550,47,-47,0,0,<a refstr=PARVIAINEN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240111879P/abstract target=ref>Parviainen et al. 2024</a>,M5.0+0.5-0.5,3200.00,170.00,-170.00,0,0.24,0.01,-0.01,0,0.23,0.02,-0.02,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h21m07.21s,245.2800398,+31d34m37.35s,31.5770413,51.6004000,0.1297000,-0.1291000,16.5400000,0.2000000,-0.2000000,11.0170000,0.0210000,-0.0210000,14.8319000,0.0005310,-0.0005310,2024-02-05,2024-01,2024-02-05
TOI-2285 b,TOI-2285,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=FUKUI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022PASJ...74L...1F/abstract target=ref>Fukui et al. 2022</a>,27.26955000,0.00013000,-0.00010000,0,0.136300,0.001000,-0.001000,0,1.740,0.080,-0.080,0,0.155,0.007,-0.007,0,19.50000,,,1,0.06135,,,1,Mass,0.300000,0.100000,-0.090000,0,1.54,0.14,-0.14,0,284,6,-6,0,0,<a refstr=FUKUI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022PASJ...74L...1F/abstract target=ref>Fukui et al. 2022</a>,,3491.00,58.00,-58.00,0,0.46,0.01,-0.01,0,0.45,0.01,-0.01,0,-0.050,0.120,-0.120,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h10m15.18s,332.5632644,+58d42m21.94s,58.7060934,42.4090000,0.0470000,-0.0470000,13.4030000,0.0920000,-0.0920000,9.0340000,0.0220000,-0.0220000,12.4314000,0.0003840,-0.0003840,2021-10-25,2022-02,2021-10-25
TOI-2337 b,TOI-2337,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GRUNBLATT_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..120G/abstract target=ref>Grunblatt et al. 2022</a>,2.99432000,0.00008000,-0.00008000,0,,,,,10.088,1.121,-1.121,0,0.900,0.100,-0.100,0,508.52545,47.67426,-47.67426,0,1.60000,0.15000,-0.15000,0,Mass,0.019000,0.017000,-0.017000,0,,,,,,,,,0,<a refstr=GRUNBLATT_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..120G/abstract target=ref>Grunblatt et al. 2022</a>,,4780.00,100.00,-100.00,0,3.22,0.06,-0.06,0,1.32,0.12,-0.12,0,0.390,0.060,-0.060,0,[Fe/H],3.50,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m28.77s,290.6198948,+60d51m14.05s,60.8539035,536.0460000,5.9770000,-5.8500000,12.5240000,0.0340000,-0.0340000,9.6780010,0.0190000,-0.0190000,11.8752000,0.0002150,-0.0002150,2022-03-16,2022-03,2022-03-16
